event_id,sipm0,sipm1,sipm2,sipm3,sipm4,sipm5,sipm6,sipm7,sipm8,sipm9,sipm10,sipm11,sipm12,sipm13,sipm14,sipm15,x(mm),y(mm),z(mm),LCE (%)
0,4,4,4,3,3,3,1,3,3,2,7,4,2,3,1,2,-25.8657,8.24258,-21.5,49
1,4,3,1,1,4,8,2,3,3,3,2,4,4,3,5,4,-22.28,9.60094,-21.5,54
2,1,3,4,1,2,6,3,3,1,2,1,2,4,6,3,3,-5.49494,20.1563,-21.5,45
3,1,1,6,2,5,1,9,4,2,3,2,5,2,0,3,3,8.81883,22.6201,-21.5,49
4,0,4,6,6,4,4,1,3,1,3,6,2,0,1,1,9,27.6328,6.25145,-21.5,51
5,3,4,4,2,2,4,3,3,1,1,1,4,2,2,1,0,-31.8482,-9.9658,-21.5,37
6,5,3,7,2,2,2,3,6,5,1,2,2,1,0,4,1,13.0146,-7.7973,-21.5,46
7,4,3,2,4,5,2,0,0,4,5,1,5,4,5,4,5,22.6201,-0.085316,-21.5,53
8,1,6,5,2,2,4,3,3,4,2,2,3,6,1,6,2,25.4587,-3.61969,-21.5,52
9,3,3,4,2,4,6,4,5,4,1,4,1,0,1,3,1,33.8689,13.6075,-21.5,46
10,5,4,4,3,2,4,3,4,4,7,2,3,4,1,2,2,-8.9212,22.692,-21.5,54
11,3,1,2,1,2,5,0,1,3,5,3,1,5,3,4,2,5.68914,-12.4989,-21.5,41
12,1,0,4,1,3,3,4,5,5,1,5,4,0,2,6,4,14.6813,24.5975,-21.5,48
13,3,2,4,3,1,4,3,3,0,2,0,2,2,3,4,0,-24.4411,4.8471,-21.5,36
14,5,2,1,4,2,4,2,4,3,1,3,2,2,2,5,4,-5.91582,21.6255,-21.5,46
15,1,3,6,3,5,2,1,2,3,2,2,1,1,1,6,3,-28.8399,-2.41478,-21.5,42
16,1,4,1,2,3,3,5,3,0,5,0,4,0,3,2,1,22.9975,4.99894,-21.5,37
17,0,2,1,3,4,2,4,2,2,4,5,2,3,5,1,5,21.5835,17.9034,-21.5,45
18,1,3,2,1,7,4,1,2,5,4,2,1,2,2,7,1,12.4612,-23.2926,-21.5,45
19,2,0,2,0,0,5,6,2,0,3,3,1,4,1,5,4,12.4009,-14.4925,-21.5,38
20,5,3,1,6,6,4,0,3,4,0,0,0,5,2,1,2,-26.4764,-9.913,-21.5,42
21,0,3,4,1,1,0,5,9,2,2,2,5,1,4,4,4,7.33172,21.0363,-21.5,47
22,3,2,0,2,2,3,5,2,3,5,2,4,3,3,3,3,33.9861,-33.8183,-21.5,45
23,0,4,0,1,1,4,3,6,4,3,1,4,3,3,4,5,18.5117,-15.6567,-21.5,46
24,1,3,1,5,1,5,3,5,4,4,4,4,3,4,1,4,-21.214,9.8417,-21.5,52
25,2,3,0,6,0,4,2,1,4,7,5,0,4,1,4,4,13.7958,-12.7049,-21.5,47
26,1,3,5,3,1,0,1,6,3,3,3,4,2,1,3,4,-22.1048,27.2854,-21.5,43
27,2,2,2,5,2,2,5,1,2,3,1,2,0,7,2,5,11.5441,1.13069,-21.5,43
28,2,3,2,5,2,1,3,3,0,2,2,3,4,2,3,7,-22.618,29.9939,-21.5,44
29,3,4,4,4,2,1,10,3,1,4,2,3,1,5,4,0,-28.6261,33.649,-21.5,51
30,5,0,5,5,3,2,3,1,1,2,2,3,1,3,2,4,-25.9617,33.5548,-21.5,42
31,6,3,3,2,3,3,3,1,3,0,4,1,1,3,0,1,-20.4941,-9.46845,-21.5,37
32,4,1,3,6,1,3,2,4,3,3,5,4,2,6,5,3,16.927,5.18504,-21.5,55
33,1,4,3,3,3,2,2,2,2,4,4,3,6,2,5,5,11.9987,-10.7705,-21.5,51
34,2,4,1,4,4,3,5,1,2,2,4,4,6,4,3,1,-2.40408,-9.36268,-21.5,50
35,2,3,6,5,0,4,2,3,3,6,5,1,0,4,2,2,3.94964,14.0311,-21.5,48
36,1,0,4,3,6,3,4,1,1,4,3,3,0,2,2,7,20.2018,17.1245,-21.5,44
37,4,6,3,2,5,2,3,6,4,2,1,2,2,1,1,1,-24.6661,1.27375,-21.5,45
38,1,3,1,2,3,5,4,3,2,3,3,2,3,2,3,3,-32.7454,20.4608,-21.5,43
39,4,2,7,2,1,3,5,0,6,0,7,2,2,4,3,1,-28.2925,2.89802,-21.5,49
40,3,2,0,2,1,3,3,1,4,5,6,3,3,3,2,5,25.1391,34.6609,-21.5,46
41,2,2,2,0,4,4,4,3,4,4,5,2,1,3,2,2,28.2868,-29.6613,-21.5,44
42,4,4,0,2,1,5,2,6,7,2,4,4,3,3,1,3,18.9152,-4.79981,-21.5,51
43,2,2,3,6,0,3,3,3,6,3,7,4,2,1,2,5,11.495,30.9629,-21.5,52
44,3,3,2,4,3,1,4,5,3,6,3,4,1,2,4,0,-24.0373,14.0788,-21.5,48
45,2,2,1,2,6,3,1,1,10,3,3,5,5,3,1,2,24.8862,-9.8113,-21.5,50
46,0,3,2,1,2,3,5,1,2,3,2,6,0,7,3,4,29.5377,21.0805,-21.5,44
47,1,1,4,5,4,3,4,1,1,2,5,5,1,4,4,5,-5.05211,21.8395,-21.5,50
48,4,3,5,5,5,6,3,3,4,5,2,2,1,5,3,1,-3.01041,9.61945,-21.5,57
49,3,1,4,2,4,4,1,3,3,2,4,3,2,2,2,6,0.397718,22.2999,-21.5,46
50,0,4,0,3,1,3,3,1,3,2,2,6,3,3,5,4,7.71951,7.72655,-21.5,43
51,1,2,5,4,1,5,2,3,4,3,5,5,4,2,3,5,-2.08604,22.7267,-21.5,54
52,1,1,3,5,1,6,3,6,1,2,9,3,5,1,4,1,21.7373,8.49496,-21.5,52
53,0,2,5,4,4,3,4,1,3,1,2,0,3,2,7,1,29.4809,-4.09869,-21.5,42
54,0,3,1,4,2,5,2,3,6,4,2,4,2,2,1,4,14.4538,-22.7152,-21.5,45
55,2,2,2,3,1,3,2,4,1,4,2,3,2,7,3,4,-5.6637,20.3942,-21.5,45
56,7,5,5,3,2,5,3,5,1,5,3,1,2,3,3,2,-16.1429,-2.72342,-21.5,55
