event_id,sipm0,sipm1,sipm2,sipm3,sipm4,sipm5,sipm6,sipm7,sipm8,sipm9,sipm10,sipm11,sipm12,sipm13,sipm14,sipm15,x(mm),y(mm),z(mm),LCE (%)
0,2,3,3,3,3,6,7,3,4,2,3,3,1,2,2,5,-25.8657,8.24258,-6.5,52
1,1,3,1,0,6,1,1,4,5,3,2,3,1,6,4,4,12.5752,12.7832,-6.5,45
2,1,3,2,3,2,5,2,3,4,1,4,4,6,6,0,3,32.8021,6.99384,-6.5,49
3,2,3,4,1,3,3,1,1,4,6,4,4,5,2,1,2,-7.29168,-18.3464,-6.5,46
4,3,3,2,0,2,3,4,4,4,4,4,4,2,1,5,1,9.93749,14.4422,-6.5,46
5,2,3,2,3,4,8,3,3,1,2,3,3,1,3,3,3,15.7448,-0.0362921,-6.5,47
6,2,1,3,2,1,2,6,3,4,3,4,2,5,6,2,4,-0.707124,-25.6046,-6.5,50
7,4,1,2,0,5,4,3,3,2,6,2,7,2,5,2,1,4.04158,2.19363,-6.5,49
8,1,3,2,1,4,2,5,2,4,2,3,5,0,4,4,6,-16.7433,30.6433,-6.5,48
9,1,0,0,2,2,2,2,6,2,4,3,8,1,0,2,5,13.622,25.5987,-6.5,40
10,4,3,0,3,6,5,3,2,2,3,1,5,4,6,2,0,-7.52073,-28.9106,-6.5,49
11,4,4,2,1,1,3,1,4,6,6,3,0,4,1,3,1,1.38422,-0.477373,-6.5,44
12,0,8,3,4,4,4,6,3,5,4,2,0,5,1,2,1,-15.3746,-9.39548,-6.5,52
13,0,5,0,1,2,2,6,5,1,2,2,1,6,4,5,2,21.6998,1.18006,-6.5,44
14,2,4,6,3,0,2,1,3,4,2,2,1,3,3,3,4,34.2438,-24.1748,-6.5,43
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.9887,-28.4002,-6.5,0
16,1,1,2,3,5,2,3,6,3,2,3,4,4,4,2,3,27.851,-9.10153,-6.5,48
17,6,4,5,0,5,1,2,4,1,5,1,3,1,1,3,1,-22.7476,-21.2495,-6.5,43
18,1,3,3,0,5,2,5,1,5,6,1,2,5,5,2,6,12.8131,-12.7676,-6.5,52
19,1,4,2,4,3,4,0,2,4,5,2,1,3,3,5,1,-17.7692,30.6326,-6.5,44
20,1,3,2,0,3,2,0,2,6,6,2,7,4,5,1,5,6.17525,34.0837,-6.5,49
21,0,5,3,0,4,2,5,3,2,3,4,1,3,2,3,0,26.4625,27.6076,-6.5,40
22,4,5,3,2,1,3,4,3,4,2,3,3,0,3,1,3,22.501,-32.0749,-6.5,44
23,0,4,2,1,5,3,1,1,4,6,2,2,3,5,1,4,16.0591,-15.1332,-6.5,44
24,4,4,0,2,7,5,5,2,6,6,4,1,1,1,1,0,-18.5758,-22.906,-6.5,49
